"ID","degree","betweenness","constraint","transitivity","density","k_core_max","strength_close","strength_freq","log_degree","log_constraint","strength_close_norm","strength_freq_norm"
"198",8,0,0.439453125,1,1,8,24,40,2.07944154167984,-0.822224222835088,3,5
"199",11,0.751515151515151,0.237890266299357,0.534653465346535,0.348484848484849,4,29,45,2.39789527279837,-1.43594577760335,2.63636363636364,4.09090909090909
"20",14,0.78021978021978,0.197949263038549,0.437086092715232,0.285714285714286,3,38,61,2.63905732961526,-1.6197445284046,2.71428571428571,4.35714285714286
"200",13,0.961538461538462,0.121301775147929,0.107142857142857,0.175824175824176,2,20,45,2.56494935746154,-2.10947382877871,1.53846153846154,3.46153846153846
"201",11,0.0509090909090909,0.326339164876918,0.857142857142857,0.803030303030303,8,32,49,2.39789527279837,-1.11981805538077,2.90909090909091,4.45454545454545
"203",12,0.146085858585859,0.298354091119919,0.686440677966102,0.615384615384615,6,34,53,2.484906649788,-1.209474272623,2.83333333333333,4.41666666666667
"204",10,0.587037037037037,0.281975,0.605263157894737,0.436363636363636,4,27,42,2.30258509299405,-1.26593686445616,2.7,4.2
"205",11,0.772727272727273,0.222982093663912,0.383720930232558,0.303030303030303,3,24,49,2.39789527279837,-1.50066380821728,2.18181818181818,4.45454545454545
"206",7,0.857142857142857,0.295918367346939,0.333333333333333,0.357142857142857,2,20,31,1.94591014905531,-1.2176716486841,2.85714285714286,4.42857142857143
"207",4,0.5,0.583333333333333,0.8,0.7,3,12,16,1.38629436111989,-0.538996500732687,3,4
"208",7,0.80952380952381,0.270975056689342,0.310344827586207,0.357142857142857,2,17,29,1.94591014905531,-1.30572850407528,2.42857142857143,4.14285714285714
"209",6,0.533333333333333,0.41820987654321,0.5625,0.523809523809524,3,15,25,1.79175946922805,-0.871771875472574,2.5,4.16666666666667
"21",17,0.560119047619048,0.175837089192976,0.674698795180723,0.38562091503268,7,43,69,2.83321334405622,-1.73819734218896,2.52941176470588,4.05882352941176
"210",12,0.924242424242424,0.155092592592593,0.227848101265823,0.217948717948718,3,31,53,2.484906649788,-1.86373296885314,2.58333333333333,4.41666666666667
"211",14,0.796703296703297,0.19390589569161,0.564705882352941,0.304761904761905,5,30,52,2.63905732961526,-1.64038231135973,2.14285714285714,3.71428571428571
"212",5,0.9,0.3,0.25,0.4,2,9,22,1.6094379124341,-1.20397280432594,1.8,4.4
"213",3,1,0.333333333333333,0,0.5,1,8,15,1.09861228866811,-1.09861228866811,2.66666666666667,5
"214",8,0.434523809523809,0.372018229166667,0.616438356164384,0.527777777777778,4,19,29,2.07944154167984,-0.988812422773404,2.375,3.625
"215",2,0,1.125,1,1,2,6,10,0.693147180559945,0.117783035656383,3,5
"216",4,0.166666666666667,0.704427083333333,0.789473684210526,0.8,3,12,20,1.38629436111989,-0.350370454301191,3,5
"217",5,0.65,0.482222222222222,0.529411764705882,0.533333333333333,2,13,23,1.6094379124341,-0.729350229223906,2.6,4.6
"218",11,0.781818181818182,0.224793388429752,0.605504587155963,0.348484848484849,5,29,49,2.39789527279837,-1.49257357229479,2.63636363636364,4.45454545454545
"219",7,0.666666666666667,0.362244897959184,0.702127659574468,0.5,4,18,30,1.94591014905531,-1.0154347821892,2.57142857142857,4.28571428571429
"22",6,0.733333333333333,0.384259259259259,0.576923076923077,0.476190476190476,3,18,30,1.79175946922805,-0.956437799887567,3,5
"220",9,0.0319444444444444,0.391043317189702,0.882352941176471,0.866666666666667,6,22,40,2.19722457733622,-0.938936939481637,2.44444444444444,4.44444444444444
"221",8,0.392857142857143,0.382726137329932,0.623376623376623,0.527777777777778,4,17,33,2.07944154167984,-0.960435591704858,2.125,4.125
"222",15,0.26984126984127,0.228039760982786,0.716577540106952,0.55,6,44,73,2.70805020110221,-1.47823527495653,2.93333333333333,4.86666666666667
"223",13,0.542857142857143,0.238663607454816,0.650602409638554,0.43956043956044,5,38,58,2.56494935746154,-1.4327002186985,2.92307692307692,4.46153846153846
"224",9,0.583333333333333,0.292030178326475,0.525,0.422222222222222,3,26,39,2.19722457733622,-1.23089813162101,2.88888888888889,4.33333333333333
"225",6,0.933333333333333,0.236111111111111,0.176470588235294,0.333333333333333,2,15,22,1.79175946922805,-1.44345277495984,2.5,3.66666666666667
"226",8,0.75,0.29296875,0.611111111111111,0.416666666666667,4,24,39,2.07944154167984,-1.22768933094325,3,4.875
"227",17,0.834558823529412,0.157791234140715,0.451327433628319,0.241830065359477,5,48,70,2.83321334405622,-1.84648242255241,2.82352941176471,4.11764705882353
"228",11,0.439393939393939,0.279337385397991,0.757142857142857,0.515151515151515,6,25,47,2.39789527279837,-1.27533496107532,2.27272727272727,4.27272727272727
"23",20,0.782017543859649,0.145795524691358,0.38801261829653,0.223809523809524,4,50,86,2.99573227355399,-1.92555015472533,2.5,4.3
"231",16,0.573611111111111,0.193132622551335,0.548895899053628,0.352941176470588,5,42,67,2.77258872223978,-1.64437816258755,2.625,4.1875
"232",9,0.703703703703704,0.282959533607682,0.46875,0.377777777777778,3,24,40,2.19722457733622,-1.26245138234863,2.66666666666667,4.44444444444444
"233",15,0.857142857142857,0.16237037037037,0.464285714285714,0.25,5,35,65,2.70805020110221,-1.81787531635861,2.33333333333333,4.33333333333333
"234",8,0.696428571428571,0.325086805555556,0.631578947368421,0.444444444444444,4,21,35,2.07944154167984,-1.12366303829856,2.625,4.375
"235",4,0.5,0.583333333333333,0.8,0.7,3,10,20,1.38629436111989,-0.538996500732687,2.5,5
"236",8,0.75,0.295464409722222,0.357142857142857,0.361111111111111,2,22,34,2.07944154167984,-1.21920689026191,2.75,4.25
"237",9,0.875,0.229080932784636,0.266666666666667,0.288888888888889,2,22,38,2.19722457733622,-1.4736799195919,2.44444444444444,4.22222222222222
"238",8,0.785714285714286,0.277669270833333,0.418604651162791,0.361111111111111,3,21,37,2.07944154167984,-1.28132454677588,2.625,4.625
"239",15,0.350793650793651,0.230859322284689,0.609254498714653,0.441666666666667,6,29,68,2.70805020110221,-1.46594674841136,1.93333333333333,4.53333333333333
"24",15,0.850793650793651,0.159303703703704,0.308219178082192,0.225,3,35,60,2.70805020110221,-1.83694281247009,2.33333333333333,4
"240",9,0.49537037037037,0.340393256067859,0.554347826086957,0.466666666666667,3,20,40,2.19722457733622,-1.07765369426572,2.22222222222222,4.44444444444444
"241",8,0.55952380952381,0.319001736111111,0.590909090909091,0.472222222222222,4,18,25,2.07944154167984,-1.14255873385752,2.25,3.125
"242",11,0.745454545454545,0.254591368227732,0.520408163265306,0.348484848484849,4,30,47,2.39789527279837,-1.36809549670248,2.72727272727273,4.27272727272727
"243",5,0.3,0.562222222222222,0.666666666666667,0.666666666666667,3,13,22,1.6094379124341,-0.575858094036845,2.6,4.4
"244",7,0.642857142857143,0.374574829931973,0.538461538461538,0.464285714285714,3,17,33,1.94591014905531,-0.981963683082338,2.42857142857143,4.71428571428571
"245",9,0.451388888888889,0.32681755829904,0.654545454545455,0.511111111111111,4,24,32,2.19722457733622,-1.11835318947435,2.66666666666667,3.55555555555556
"246",3,0,0.925925925925926,1,1,3,9,15,1.09861228866811,-0.0769610411361282,3,5
"247",7,0.53968253968254,0.375912698412698,0.574468085106383,0.5,3,17,32,1.94591014905531,-0.97839834762398,2.42857142857143,4.57142857142857
"248",9,0.203703703703704,0.373287227556775,0.719178082191781,0.622222222222222,5,25,43,2.19722457733622,-0.985407108603346,2.77777777777778,4.77777777777778
"249",4,0.833333333333333,0.40625,0.375,0.5,2,11,17,1.38629436111989,-0.90078654533819,2.75,4.25
"25",5,1,0.2,0,0.333333333333333,1,14,20,1.6094379124341,-1.6094379124341,2.8,4
"250",11,0.515151515151515,0.297438672438673,0.859090909090909,0.560606060606061,7,28,48,2.39789527279837,-1.21254721831014,2.54545454545455,4.36363636363636
"26",7,0.380952380952381,0.41092970521542,0.818181818181818,0.642857142857143,5,21,30,1.94591014905531,-0.889333112652931,3,4.28571428571429
"27",7,0.857142857142857,0.251700680272109,0.4,0.357142857142857,3,17,31,1.94591014905531,-1.37951467413451,2.42857142857143,4.42857142857143
"28",13,0.837606837606838,0.186965811965812,0.442622950819672,0.274725274725275,4,34,59,2.56494935746154,-1.67682950255408,2.61538461538462,4.53846153846154
"29",21,0.821587301587302,0.12728517181627,0.420168067226891,0.212121212121212,5,44,67,3.04452243772342,-2.06132526240076,2.0952380952381,3.19047619047619
"3",10,0.725925925925926,0.260072222222222,0.573033707865168,0.381818181818182,4,25,39,2.30258509299405,-1.34679590876194,2.5,3.9
"31",11,0.772727272727273,0.231290174471993,0.36144578313253,0.303030303030303,3,28,45,2.39789527279837,-1.46408219023201,2.54545454545455,4.09090909090909
"32",9,0.75,0.251543209876543,0.45,0.355555555555556,3,22,41,2.19722457733622,-1.38014049554551,2.44444444444444,4.55555555555556
"34",7,0,0.492711370262391,1,1,7,20,32,1.94591014905531,-0.707831732242867,2.85714285714286,4.57142857142857
"35",9,0.666666666666667,0.311111111111111,0.733333333333333,0.466666666666667,5,23,44,2.19722457733622,-1.16760516015506,2.55555555555556,4.88888888888889
"36",27,0.286957816218751,0.136916722797098,0.836722306525038,0.531746031746032,15,75,124,3.29583686600433,-1.98838240077241,2.77777777777778,4.59259259259259
"37",8,0.785714285714286,0.291666666666667,0.521739130434783,0.388888888888889,3,21,38,2.07944154167984,-1.23214368129263,2.625,4.75
"38",19,0.84990253411306,0.13911972914743,0.258620689655172,0.189473684210526,3,48,82,2.94443897916644,-1.97242035583687,2.52631578947368,4.31578947368421
"39",14,0.809523809523809,0.177594954648526,0.259842519685039,0.238095238095238,3,35,53,2.63905732961526,-1.72824985733815,2.5,3.78571428571429
"4",6,0.411111111111111,0.451666666666667,0.697674418604651,0.619047619047619,3,13,27,1.79175946922805,-0.794810834336446,2.16666666666667,4.5
"40",1,0,1,0,1,1,3,5,0,0,3,5
"41",17,0.733088235294118,0.182295369128043,0.536496350364963,0.294117647058824,5,44,80,2.83321334405622,-1.70212700009936,2.58823529411765,4.70588235294118
"43",7,0.80952380952381,0.302721088435374,0.46875,0.392857142857143,3,13,28,1.94591014905531,-1.19494339760654,1.85714285714286,4
"45",16,0.633134920634921,0.172816270062713,0.557692307692308,0.330882352941176,6,34,72,2.77258872223978,-1.75552627158902,2.125,4.5
"46",6,0.733333333333333,0.341049382716049,0.391304347826087,0.428571428571429,2,16,24,1.79175946922805,-1.07572799483452,2.66666666666667,4
"47",19,0.701754385964912,0.173113116001505,0.720496894409938,0.342105263157895,8,48,85,2.94443897916644,-1.75381004843127,2.52631578947368,4.47368421052632
"48",5,0.8,0.4,0.428571428571429,0.466666666666667,2,13,17,1.6094379124341,-0.916290731874155,2.6,3.4
"49",15,0.644761904761905,0.210554938271605,0.597701149425287,0.358333333333333,5,38,66,2.70805020110221,-1.55800867049771,2.53333333333333,4.4
"5",6,0.8,0.314814814814815,0.5,0.428571428571429,3,16,24,1.79175946922805,-1.15577070250806,2.66666666666667,4
"50",8,0.857142857142857,0.223090277777778,0.25,0.305555555555556,2,21,40,2.07944154167984,-1.50017875636062,2.625,5
"51",3,0.666666666666667,0.611111111111111,0.6,0.666666666666667,2,6,15,1.09861228866811,-0.492476485097794,2,5
"52",19,0.688499025341131,0.150862923372899,0.511278195488722,0.278947368421053,5,46,80,2.94443897916644,-1.89138364669257,2.42105263157895,4.21052631578947
"53",17,0.778799019607843,0.157584112076203,0.51685393258427,0.26797385620915,6,40,61,2.83321334405622,-1.84779591833942,2.35294117647059,3.58823529411765
"54",8,0.892857142857143,0.2421875,0.264705882352941,0.305555555555556,2,21,35,2.07944154167984,-1.41804305943447,2.625,4.375
"55",16,0.71875,0.170572645399306,0.407239819004525,0.264705882352941,4,36,66,2.77258872223978,-1.76859400027857,2.25,4.125
"56",18,0.453159041394335,0.192427235337814,0.514644351464435,0.350877192982456,6,39,66,2.89037175789616,-1.64803719495876,2.16666666666667,3.66666666666667
"57",22,0.667893217893218,0.134672410725504,0.422535211267606,0.237154150197628,5,53,70,3.09104245335832,-2.00491003669649,2.40909090909091,3.18181818181818
"58",4,0.833333333333333,0.40625,0.375,0.5,2,10,19,1.38629436111989,-0.90078654533819,2.5,4.75
"59",18,0.774509803921569,0.15208912037037,0.338709677419355,0.222222222222222,4,47,69,2.89037175789616,-1.88328861172711,2.61111111111111,3.83333333333333
"6",13,0.75,0.187115082719478,0.627118644067797,0.32967032967033,6,36,49,2.56494935746154,-1.6760314358059,2.76923076923077,3.76923076923077
"60",11,0.748484848484848,0.248246097337006,0.451612903225806,0.333333333333333,3,29,43,2.39789527279837,-1.39333469687728,2.63636363636364,3.90909090909091
"61",13,0.468589743589744,0.232288669138486,0.666666666666667,0.450549450549451,5,28,46,2.56494935746154,-1.45977441724221,2.15384615384615,3.53846153846154
