"ID","n1","n2","in_ego","closeness","frequency"
179,0,12,1,3,4
179,0,13,1,3,4
179,0,14,1,1,4
179,0,15,1,1,2
179,0,16,1,2,2
179,0,17,1,3,4
179,0,18,1,3,3
179,0,19,1,3,3
179,0,20,1,3,3
179,2,7,1,NA,NA
179,3,7,1,NA,NA
179,11,12,1,NA,NA
179,11,13,1,NA,NA
179,12,13,1,NA,NA
179,9,14,1,NA,NA
179,10,14,1,NA,NA
179,2,17,1,NA,NA
179,4,17,1,NA,NA
179,7,17,1,NA,NA
179,2,18,1,NA,NA
179,7,18,1,NA,NA
179,17,18,1,NA,NA
179,2,19,1,NA,NA
179,7,19,1,NA,NA
179,17,19,1,NA,NA
179,18,19,1,NA,NA
179,7,20,1,NA,NA
179,17,20,1,NA,NA
179,18,20,1,NA,NA
179,19,20,1,NA,NA
18,0,1,1,3,5
18,0,2,1,3,5
18,0,3,1,3,5
18,1,2,1,NA,NA
18,1,3,1,NA,NA
18,2,3,1,NA,NA
180,0,1,1,3,5
180,0,2,1,3,5
180,0,3,1,3,5
180,0,4,1,3,5
180,0,5,1,3,3
180,0,6,1,2,4
180,0,7,1,2,3
180,0,8,1,2,3
180,0,9,1,3,4
180,0,10,1,2,3
180,0,11,1,2,3
180,0,12,1,2,4
180,0,13,1,2,4
180,0,14,1,1,4
180,0,15,1,2,4
180,0,16,1,2,4
180,1,2,1,NA,NA
180,1,3,1,NA,NA
180,2,3,1,NA,NA
180,1,4,1,NA,NA
180,2,4,1,NA,NA
180,3,4,1,NA,NA
180,1,5,1,NA,NA
180,3,5,1,NA,NA
180,4,5,1,NA,NA
180,3,6,1,NA,NA
180,4,6,1,NA,NA
180,5,6,1,NA,NA
180,1,7,1,NA,NA
180,3,7,1,NA,NA
180,6,7,1,NA,NA
180,1,8,1,NA,NA
180,6,8,1,NA,NA
180,7,8,1,NA,NA
180,9,10,1,NA,NA
180,9,11,1,NA,NA
180,10,11,1,NA,NA
180,4,12,1,NA,NA
180,6,12,1,NA,NA
180,3,13,1,NA,NA
180,14,15,1,NA,NA
180,14,16,1,NA,NA
180,15,16,1,NA,NA
181,0,1,1,3,5
181,0,2,1,3,5
181,0,3,1,3,5
181,0,4,1,3,5
181,0,5,1,3,4
181,0,6,1,2,4
181,0,7,1,3,4
181,0,8,1,3,4
181,0,9,1,3,4
181,0,10,1,2,4
181,0,11,1,2,4
181,0,12,1,2,4
181,0,13,1,3,4
181,0,14,1,2,4
181,0,15,1,2,4
181,0,16,1,2,4
181,1,2,1,NA,NA
181,3,4,1,NA,NA
181,3,6,1,NA,NA
181,4,6,1,NA,NA
181,4,8,1,NA,NA
181,3,9,1,NA,NA
181,8,9,1,NA,NA
181,3,10,1,NA,NA
181,4,10,1,NA,NA
181,6,10,1,NA,NA
181,8,10,1,NA,NA
181,9,10,1,NA,NA
181,8,11,1,NA,NA
181,9,11,1,NA,NA
181,10,11,1,NA,NA
181,3,12,1,NA,NA
181,4,12,1,NA,NA
181,8,12,1,NA,NA
181,9,12,1,NA,NA
181,10,12,1,NA,NA
181,11,12,1,NA,NA
181,1,13,1,NA,NA
181,2,13,1,NA,NA
181,14,15,1,NA,NA
181,14,16,1,NA,NA
181,15,16,1,NA,NA
182,0,1,1,3,5
182,0,2,1,3,5
182,0,3,1,3,5
182,0,4,1,3,5
182,0,5,1,2,4
182,0,6,1,3,5
182,0,7,1,3,5
182,1,2,1,NA,NA
182,1,4,1,NA,NA
182,3,4,1,NA,NA
182,1,6,1,NA,NA
182,2,6,1,NA,NA
183,0,1,1,3,5
183,0,2,1,2,5
183,0,3,1,2,4
183,0,4,1,2,4
183,0,5,1,1,4
183,0,6,1,1,3
183,0,7,1,1,3
183,0,8,1,3,5
183,0,9,1,3,5
183,0,10,1,3,4
183,0,11,1,3,5
183,0,12,1,3,3
183,0,13,1,1,2
183,0,14,1,1,3
183,0,15,1,1,2
183,0,16,1,1,3
183,1,2,1,NA,NA
183,1,3,1,NA,NA
183,2,3,1,NA,NA
183,1,4,1,NA,NA
183,2,4,1,NA,NA
183,3,4,1,NA,NA
183,1,5,1,NA,NA
183,2,5,1,NA,NA
183,3,5,1,NA,NA
183,4,5,1,NA,NA
183,1,6,1,NA,NA
183,2,6,1,NA,NA
183,3,6,1,NA,NA
183,4,6,1,NA,NA
183,5,6,1,NA,NA
183,1,7,1,NA,NA
183,2,7,1,NA,NA
183,3,7,1,NA,NA
183,4,7,1,NA,NA
183,5,7,1,NA,NA
183,6,7,1,NA,NA
183,1,8,1,NA,NA
183,2,8,1,NA,NA
183,3,8,1,NA,NA
183,4,8,1,NA,NA
183,8,9,1,NA,NA
183,1,10,1,NA,NA
183,1,11,1,NA,NA
183,10,11,1,NA,NA
183,9,12,1,NA,NA
183,10,12,1,NA,NA
183,11,12,1,NA,NA
183,1,13,1,NA,NA
183,10,13,1,NA,NA
183,11,13,1,NA,NA
183,14,15,1,NA,NA
183,14,16,1,NA,NA
183,15,16,1,NA,NA
184,0,1,1,3,5
184,0,2,1,2,3
184,0,3,1,3,5
184,0,4,1,2,3
184,0,5,1,3,5
184,0,6,1,3,4
184,0,7,1,3,4
184,0,8,1,2,3
184,0,9,1,2,4
184,0,10,1,3,5
184,0,11,1,3,5
184,0,12,1,3,5
184,0,13,1,2,4
184,0,14,1,3,5
184,1,3,1,NA,NA
184,2,3,1,NA,NA
184,2,4,1,NA,NA
184,3,4,1,NA,NA
184,1,6,1,NA,NA
184,2,6,1,NA,NA
184,3,6,1,NA,NA
184,4,6,1,NA,NA
184,1,7,1,NA,NA
184,2,7,1,NA,NA
184,3,7,1,NA,NA
184,4,7,1,NA,NA
184,6,7,1,NA,NA
184,2,8,1,NA,NA
184,3,8,1,NA,NA
184,4,8,1,NA,NA
184,6,8,1,NA,NA
184,7,8,1,NA,NA
184,1,9,1,NA,NA
184,6,9,1,NA,NA
184,7,9,1,NA,NA
184,1,10,1,NA,NA
184,7,10,1,NA,NA
184,9,10,1,NA,NA
184,1,11,1,NA,NA
184,7,11,1,NA,NA
184,9,11,1,NA,NA
184,10,11,1,NA,NA
184,1,12,1,NA,NA
184,7,12,1,NA,NA
184,9,12,1,NA,NA
184,10,12,1,NA,NA
184,11,12,1,NA,NA
184,2,13,1,NA,NA
184,3,13,1,NA,NA
184,4,13,1,NA,NA
184,8,13,1,NA,NA
184,1,14,1,NA,NA
184,3,14,1,NA,NA
184,6,14,1,NA,NA
184,7,14,1,NA,NA
184,8,14,1,NA,NA
184,10,14,1,NA,NA
184,11,14,1,NA,NA
184,12,14,1,NA,NA
185,0,1,1,3,5
185,0,2,1,3,5
185,0,3,1,2,4
185,0,4,1,3,5
185,0,5,1,3,5
185,0,6,1,3,5
185,0,7,1,3,5
185,0,8,1,2,3
185,0,9,1,2,3
185,0,10,1,3,5
185,0,11,1,3,5
185,0,12,1,3,5
185,0,13,1,2,4
185,0,14,1,3,4
185,0,15,1,3,4
185,0,16,1,2,4
185,0,17,1,3,5
185,0,18,1,2,4
185,0,19,1,2,4
185,0,20,1,3,4
185,0,21,1,2,4
185,0,22,1,3,4
185,0,23,1,2,4
185,1,2,1,NA,NA
185,1,3,1,NA,NA
185,2,3,1,NA,NA
185,1,4,1,NA,NA
185,2,4,1,NA,NA
185,3,4,1,NA,NA
185,1,5,1,NA,NA
185,2,5,1,NA,NA
185,3,5,1,NA,NA
185,4,5,1,NA,NA
185,1,6,1,NA,NA
185,2,6,1,NA,NA
185,3,6,1,NA,NA
185,4,6,1,NA,NA
185,5,6,1,NA,NA
185,1,7,1,NA,NA
185,2,7,1,NA,NA
185,3,7,1,NA,NA
185,4,7,1,NA,NA
185,5,7,1,NA,NA
185,6,7,1,NA,NA
185,2,9,1,NA,NA
185,8,9,1,NA,NA
185,10,11,1,NA,NA
185,4,12,1,NA,NA
185,10,12,1,NA,NA
185,11,12,1,NA,NA
185,4,13,1,NA,NA
185,10,13,1,NA,NA
185,11,13,1,NA,NA
185,12,13,1,NA,NA
185,2,14,1,NA,NA
185,10,15,1,NA,NA
185,11,15,1,NA,NA
185,12,15,1,NA,NA
185,13,15,1,NA,NA
185,10,16,1,NA,NA
185,11,16,1,NA,NA
185,12,16,1,NA,NA
185,13,16,1,NA,NA
185,15,16,1,NA,NA
185,10,17,1,NA,NA
185,11,17,1,NA,NA
185,12,17,1,NA,NA
185,13,17,1,NA,NA
185,15,17,1,NA,NA
185,10,18,1,NA,NA
185,11,18,1,NA,NA
185,15,18,1,NA,NA
185,16,18,1,NA,NA
185,17,18,1,NA,NA
185,10,19,1,NA,NA
185,11,19,1,NA,NA
185,12,19,1,NA,NA
185,13,19,1,NA,NA
185,15,19,1,NA,NA
185,16,19,1,NA,NA
185,17,19,1,NA,NA
185,10,20,1,NA,NA
185,11,20,1,NA,NA
185,12,20,1,NA,NA
185,13,20,1,NA,NA
185,15,20,1,NA,NA
185,16,20,1,NA,NA
185,17,20,1,NA,NA
185,19,20,1,NA,NA
185,10,21,1,NA,NA
185,11,21,1,NA,NA
185,12,21,1,NA,NA
185,13,21,1,NA,NA
185,15,21,1,NA,NA
185,16,21,1,NA,NA
185,17,21,1,NA,NA
185,18,21,1,NA,NA
185,19,21,1,NA,NA
185,20,21,1,NA,NA
185,2,22,1,NA,NA
185,8,22,1,NA,NA
185,9,22,1,NA,NA
185,14,22,1,NA,NA
185,1,23,1,NA,NA
185,6,23,1,NA,NA
185,7,23,1,NA,NA
185,14,23,1,NA,NA
185,22,23,1,NA,NA
186,0,1,1,3,5
186,0,2,1,3,5
186,0,3,1,2,5
186,0,4,1,2,5
186,0,5,1,2,5
186,0,6,1,3,5
186,1,2,1,NA,NA
186,2,3,1,NA,NA
186,1,4,1,NA,NA
186,3,4,1,NA,NA
186,3,5,1,NA,NA
186,4,5,1,NA,NA
187,0,1,1,3,5
187,0,2,1,3,5
187,0,3,1,2,4
187,0,4,1,2,4
187,0,5,1,2,4
187,0,6,1,3,5
187,1,2,1,NA,NA
187,3,4,1,NA,NA
187,3,5,1,NA,NA
187,4,5,1,NA,NA
188,0,1,1,3,5
188,0,2,1,3,5
188,0,3,1,3,5
188,0,4,1,2,5
188,0,5,1,2,5
188,0,6,1,3,4
188,0,7,1,3,4
188,0,8,1,2,3
188,0,9,1,2,3
188,0,10,1,1,3
188,1,2,1,NA,NA
188,1,3,1,NA,NA
188,2,3,1,NA,NA
188,1,4,1,NA,NA
188,2,4,1,NA,NA
188,3,4,1,NA,NA
188,1,5,1,NA,NA
188,2,5,1,NA,NA
188,3,5,1,NA,NA
188,4,5,1,NA,NA
189,0,1,1,3,3
189,0,2,1,3,4
189,0,3,1,2,2
189,0,4,1,3,4
189,0,5,1,3,5
189,1,2,1,NA,NA
189,1,3,1,NA,NA
189,2,3,1,NA,NA
189,1,4,1,NA,NA
189,2,4,1,NA,NA
189,3,4,1,NA,NA
19,0,1,1,3,5
19,0,2,1,3,5
19,0,3,1,3,5
19,0,4,1,3,4
19,0,5,1,2,4
19,0,6,1,2,4
19,0,7,1,1,4
19,0,8,1,3,4
19,0,9,1,3,4
19,0,10,1,3,4
19,1,3,1,NA,NA
19,2,3,1,NA,NA
19,2,4,1,NA,NA
19,3,4,1,NA,NA
19,5,7,1,NA,NA
19,8,9,1,NA,NA
19,8,10,1,NA,NA
19,9,10,1,NA,NA
190,0,1,1,3,4
190,0,2,1,2,3
190,0,3,1,3,4
190,0,4,1,2,4
190,0,5,1,3,5
190,0,6,1,2,5
190,0,7,1,3,4
190,0,8,1,2,4
190,0,9,1,1,4
190,0,10,1,3,5
190,0,11,1,1,4
190,0,12,1,2,3
190,1,2,1,NA,NA
190,1,3,1,NA,NA
190,2,3,1,NA,NA
190,1,4,1,NA,NA
190,3,4,1,NA,NA
190,2,5,1,NA,NA
190,3,5,1,NA,NA
190,5,6,1,NA,NA
190,5,8,1,NA,NA
190,1,9,1,NA,NA
190,3,9,1,NA,NA
190,1,10,1,NA,NA
190,3,10,1,NA,NA
190,5,11,1,NA,NA
190,1,12,1,NA,NA
190,3,12,1,NA,NA
190,4,12,1,NA,NA
191,0,1,1,3,5
191,0,2,1,3,5
191,0,3,1,3,5
191,0,4,1,3,4
191,0,5,1,3,4
191,0,6,1,3,4
191,0,7,1,3,4
191,0,8,1,3,4
191,0,9,1,3,3
191,0,10,1,2,4
191,0,11,1,3,4
191,0,12,1,2,4
191,0,13,1,2,4
191,0,14,1,2,4
191,0,15,1,2,4
191,0,16,1,2,4
191,0,17,1,2,4
191,0,18,1,2,4
191,0,19,1,2,4
191,0,20,1,2,4
191,2,3,1,NA,NA
191,2,4,1,NA,NA
191,5,6,1,NA,NA
191,5,7,1,NA,NA
191,6,7,1,NA,NA
191,5,8,1,NA,NA
191,6,8,1,NA,NA
191,7,8,1,NA,NA
191,5,9,1,NA,NA
191,6,9,1,NA,NA
191,7,9,1,NA,NA
191,8,9,1,NA,NA
191,5,10,1,NA,NA
191,6,10,1,NA,NA
191,7,10,1,NA,NA
191,8,10,1,NA,NA
191,9,10,1,NA,NA
191,5,11,1,NA,NA
191,6,11,1,NA,NA
191,7,11,1,NA,NA
191,8,11,1,NA,NA
191,9,11,1,NA,NA
191,10,11,1,NA,NA
191,12,13,1,NA,NA
191,14,15,1,NA,NA
191,14,16,1,NA,NA
191,15,16,1,NA,NA
191,14,17,1,NA,NA
191,15,17,1,NA,NA
191,16,17,1,NA,NA
191,14,18,1,NA,NA
191,15,18,1,NA,NA
191,16,18,1,NA,NA
191,17,18,1,NA,NA
191,12,19,1,NA,NA
191,13,19,1,NA,NA
191,12,20,1,NA,NA
191,13,20,1,NA,NA
191,19,20,1,NA,NA
192,0,1,1,3,5
192,0,2,1,3,5
192,0,3,1,3,5
192,0,4,1,2,4
192,0,5,1,2,5
192,0,6,1,3,4
192,0,7,1,3,4
192,0,8,1,3,4
192,1,2,1,NA,NA
192,1,3,1,NA,NA
192,2,3,1,NA,NA
192,1,4,1,NA,NA
192,2,4,1,NA,NA
192,1,5,1,NA,NA
192,2,5,1,NA,NA
192,3,7,1,NA,NA
192,6,8,1,NA,NA
193,0,1,1,3,5
193,0,2,1,3,5
193,0,3,1,3,5
193,0,4,1,2,5
193,1,2,1,NA,NA
193,1,3,1,NA,NA
194,0,1,1,2,5
194,0,2,1,2,4
194,0,3,1,3,5
194,0,4,1,3,5
194,0,5,1,3,5
194,0,6,1,3,5
194,0,7,1,3,5
194,3,4,1,NA,NA
194,2,5,1,NA,NA
194,3,5,1,NA,NA
194,4,5,1,NA,NA
194,3,6,1,NA,NA
194,4,6,1,NA,NA
194,5,6,1,NA,NA
194,3,7,1,NA,NA
194,4,7,1,NA,NA
194,5,7,1,NA,NA
194,6,7,1,NA,NA
195,0,1,1,3,5
195,0,2,1,3,5
195,0,3,1,3,5
195,0,4,1,3,5
195,0,5,1,3,5
195,0,6,1,2,4
195,0,7,1,2,4
195,0,8,1,2,4
195,0,9,1,2,4
195,0,10,1,3,5
195,0,11,1,3,4
195,0,12,1,3,4
195,1,2,1,NA,NA
195,1,3,1,NA,NA
195,2,3,1,NA,NA
195,1,4,1,NA,NA
195,2,4,1,NA,NA
195,3,4,1,NA,NA
195,1,5,1,NA,NA
195,3,5,1,NA,NA
195,1,6,1,NA,NA
195,3,6,1,NA,NA
195,6,7,1,NA,NA
195,6,8,1,NA,NA
195,7,8,1,NA,NA
195,3,9,1,NA,NA
195,6,9,1,NA,NA
195,10,11,1,NA,NA
195,10,12,1,NA,NA
195,11,12,1,NA,NA
196,0,1,1,3,5
196,0,2,1,2,5
196,0,3,1,3,5
196,0,4,1,3,5
196,0,5,1,3,5
196,0,6,1,3,5
196,0,7,1,3,5
196,0,8,1,3,4
196,0,9,1,3,5
196,0,10,1,3,4
196,0,11,1,2,5
196,0,12,1,2,5
196,0,13,1,2,5
196,0,14,1,2,4
196,0,15,1,2,5
196,1,2,1,NA,NA
196,1,3,1,NA,NA
196,1,4,1,NA,NA
196,3,4,1,NA,NA
196,1,5,1,NA,NA
196,3,5,1,NA,NA
196,1,6,1,NA,NA
196,5,6,1,NA,NA
196,1,7,1,NA,NA
196,3,7,1,NA,NA
196,5,7,1,NA,NA
196,6,7,1,NA,NA
196,1,9,1,NA,NA
196,5,9,1,NA,NA
196,6,9,1,NA,NA
196,4,10,1,NA,NA
196,8,10,1,NA,NA
196,1,11,1,NA,NA
196,3,11,1,NA,NA
196,5,11,1,NA,NA
196,6,11,1,NA,NA
196,7,11,1,NA,NA
196,9,11,1,NA,NA
196,12,13,1,NA,NA
196,1,15,1,NA,NA
196,5,15,1,NA,NA
196,6,15,1,NA,NA
197,0,1,1,3,5
197,0,2,1,3,5
197,0,3,1,3,4
197,0,4,1,3,4
197,0,5,1,3,5
197,0,6,1,3,5
197,0,7,1,3,4
197,0,8,1,3,4
197,0,9,1,3,5
197,0,10,1,3,5
197,1,2,1,NA,NA
197,1,3,1,NA,NA
197,1,4,1,NA,NA
197,2,4,1,NA,NA
197,5,6,1,NA,NA
197,5,7,1,NA,NA
197,6,7,1,NA,NA
197,5,8,1,NA,NA
197,6,8,1,NA,NA
197,7,8,1,NA,NA
197,1,9,1,NA,NA
197,2,9,1,NA,NA
197,9,10,1,NA,NA
198,0,1,1,3,5
198,0,2,1,3,5
198,0,3,1,3,5
198,0,4,1,3,5
198,0,5,1,3,5
198,0,6,1,3,5
198,0,7,1,3,5
198,0,8,1,3,5
198,1,2,1,NA,NA
198,1,3,1,NA,NA
198,2,3,1,NA,NA
198,1,4,1,NA,NA
198,2,4,1,NA,NA
198,3,4,1,NA,NA
198,1,5,1,NA,NA
198,2,5,1,NA,NA
198,3,5,1,NA,NA
198,4,5,1,NA,NA
198,1,6,1,NA,NA
198,2,6,1,NA,NA
198,3,6,1,NA,NA
198,4,6,1,NA,NA
198,5,6,1,NA,NA
198,1,7,1,NA,NA
198,2,7,1,NA,NA
198,3,7,1,NA,NA
198,4,7,1,NA,NA
198,5,7,1,NA,NA
198,6,7,1,NA,NA
198,1,8,1,NA,NA
198,2,8,1,NA,NA
198,3,8,1,NA,NA
198,4,8,1,NA,NA
198,5,8,1,NA,NA
198,6,8,1,NA,NA
198,7,8,1,NA,NA
199,0,1,1,3,5
199,0,2,1,3,5
199,0,3,1,3,4
199,0,4,1,3,4
199,0,5,1,3,4
199,0,6,1,2,4
199,0,7,1,3,4
199,0,8,1,2,4
199,0,9,1,2,4
199,0,10,1,3,3
199,0,11,1,2,4
199,1,2,1,NA,NA
199,1,3,1,NA,NA
199,2,3,1,NA,NA
199,1,4,1,NA,NA
199,2,4,1,NA,NA
199,5,7,1,NA,NA
199,5,8,1,NA,NA
199,7,8,1,NA,NA
199,5,9,1,NA,NA
199,7,9,1,NA,NA
199,8,9,1,NA,NA
199,4,11,1,NA,NA
20,0,1,1,3,5
20,0,2,1,2,4
20,0,3,1,3,4
20,0,4,1,2,5
20,0,5,1,2,5
20,0,6,1,3,4
20,0,7,1,3,4
20,0,8,1,3,5
20,0,9,1,2,4
20,0,10,1,3,5
20,0,11,1,3,4
20,0,12,1,3,4
20,0,13,1,3,4
20,0,14,1,3,4
20,1,4,1,NA,NA
20,1,5,1,NA,NA
20,4,5,1,NA,NA
20,6,7,1,NA,NA
20,2,8,1,NA,NA
20,3,10,1,NA,NA
20,3,11,1,NA,NA
20,8,11,1,NA,NA
20,3,12,1,NA,NA
20,10,12,1,NA,NA
20,11,12,1,NA,NA
20,6,13,1,NA,NA
20,7,13,1,NA,NA
20,8,14,1,NA,NA
20,11,14,1,NA,NA
20,12,14,1,NA,NA
200,0,1,1,1,2
200,0,2,1,3,5
200,0,3,1,3,5
200,0,4,1,1,5
200,0,5,1,2,3
200,0,6,1,1,3
200,0,7,1,1,3
200,0,8,1,1,3
200,0,9,1,1,3
200,0,10,1,2,4
200,0,11,1,2,4
200,0,12,1,1,3
200,0,13,1,1,2
200,2,3,1,NA,NA
200,5,6,1,NA,NA
200,10,11,1,NA,NA
201,0,1,1,3,5
201,0,2,1,3,4
201,0,3,1,3,4
201,0,4,1,3,4
201,0,5,1,3,5
201,0,6,1,3,5
201,0,7,1,3,5
201,0,8,1,2,5
201,0,9,1,3,4
201,0,10,1,3,4
201,0,11,1,3,4
201,1,2,1,NA,NA
201,1,3,1,NA,NA
201,2,3,1,NA,NA
201,1,4,1,NA,NA
201,2,4,1,NA,NA
201,3,4,1,NA,NA
201,1,5,1,NA,NA
201,2,5,1,NA,NA
201,3,5,1,NA,NA
201,4,5,1,NA,NA
201,1,6,1,NA,NA
201,2,6,1,NA,NA
201,3,6,1,NA,NA
201,4,6,1,NA,NA
201,5,6,1,NA,NA
201,1,7,1,NA,NA
201,5,7,1,NA,NA
201,6,7,1,NA,NA
201,1,8,1,NA,NA
201,5,8,1,NA,NA
201,6,8,1,NA,NA
201,7,8,1,NA,NA
201,1,9,1,NA,NA
201,4,9,1,NA,NA
201,5,9,1,NA,NA
201,6,9,1,NA,NA
201,7,9,1,NA,NA
201,8,9,1,NA,NA
201,1,10,1,NA,NA
201,4,10,1,NA,NA
201,5,10,1,NA,NA
201,6,10,1,NA,NA
201,7,10,1,NA,NA
201,8,10,1,NA,NA
201,9,10,1,NA,NA
201,1,11,1,NA,NA
201,5,11,1,NA,NA
201,6,11,1,NA,NA
201,7,11,1,NA,NA
201,8,11,1,NA,NA
201,9,11,1,NA,NA
201,10,11,1,NA,NA
203,0,1,1,3,5
203,0,2,1,3,5
203,0,3,1,3,5
203,0,4,1,3,5
203,0,5,1,3,5
203,0,6,1,3,4
203,0,7,1,3,4
203,0,8,1,3,4
203,0,9,1,3,4
203,0,10,1,3,4
203,0,11,1,2,4
203,0,12,1,2,4
203,1,2,1,NA,NA
203,1,3,1,NA,NA
203,2,3,1,NA,NA
203,1,4,1,NA,NA
203,2,4,1,NA,NA
203,3,4,1,NA,NA
203,1,5,1,NA,NA
203,2,5,1,NA,NA
203,1,6,1,NA,NA
203,2,6,1,NA,NA
203,3,6,1,NA,NA
203,4,6,1,NA,NA
203,1,7,1,NA,NA
203,3,7,1,NA,NA
203,4,7,1,NA,NA
203,5,7,1,NA,NA
203,6,7,1,NA,NA
203,1,8,1,NA,NA
203,2,8,1,NA,NA
203,3,8,1,NA,NA
203,4,8,1,NA,NA
203,5,8,1,NA,NA
203,7,8,1,NA,NA
203,1,9,1,NA,NA
203,4,9,1,NA,NA
203,6,9,1,NA,NA
203,1,10,1,NA,NA
203,2,10,1,NA,NA
203,4,10,1,NA,NA
203,5,10,1,NA,NA
203,7,10,1,NA,NA
203,3,11,1,NA,NA
203,4,11,1,NA,NA
203,6,11,1,NA,NA
203,1,12,1,NA,NA
203,4,12,1,NA,NA
204,0,1,1,3,4
204,0,2,1,3,4
204,0,3,1,3,5
204,0,4,1,3,5
204,0,5,1,3,4
204,0,6,1,2,4
204,0,7,1,3,4
204,0,8,1,2,4
204,0,9,1,2,4
204,0,10,1,3,4
204,1,2,1,NA,NA
204,1,3,1,NA,NA
204,2,3,1,NA,NA
204,1,4,1,NA,NA
204,2,4,1,NA,NA
204,3,4,1,NA,NA
204,1,5,1,NA,NA
204,2,5,1,NA,NA
204,4,5,1,NA,NA
204,1,6,1,NA,NA
204,2,6,1,NA,NA
204,7,8,1,NA,NA
204,3,9,1,NA,NA
204,4,9,1,NA,NA
205,0,1,1,3,5
205,0,2,1,2,5
205,0,3,1,2,4
205,0,4,1,2,4
205,0,5,1,3,5
205,0,6,1,1,4
205,0,7,1,3,5
205,0,8,1,3,5
205,0,9,1,2,3
205,0,10,1,1,4
205,0,11,1,2,5
205,1,2,1,NA,NA
205,3,4,1,NA,NA
205,2,5,1,NA,NA
205,3,5,1,NA,NA
205,4,5,1,NA,NA
205,7,8,1,NA,NA
205,5,9,1,NA,NA
205,1,10,1,NA,NA
205,2,10,1,NA,NA
206,0,1,1,3,4
206,0,2,1,3,4
206,0,3,1,3,5
206,0,4,1,3,5
206,0,5,1,3,5
206,0,6,1,3,4
206,0,7,1,2,4
206,1,2,1,NA,NA
206,3,4,1,NA,NA
206,5,6,1,NA,NA
207,0,1,1,3,4
207,0,2,1,3,4
207,0,3,1,3,4
207,0,4,1,3,4
207,2,3,1,NA,NA
207,2,4,1,NA,NA
207,3,4,1,NA,NA
208,0,1,1,3,4
208,0,2,1,3,5
208,0,3,1,2,4
208,0,4,1,2,5
208,0,5,1,3,4
208,0,6,1,2,4
208,0,7,1,2,3
208,1,2,1,NA,NA
208,2,4,1,NA,NA
208,1,5,1,NA,NA
209,0,1,1,2,3
209,0,2,1,2,4
209,0,3,1,2,4
209,0,4,1,3,5
209,0,5,1,3,5
209,0,6,1,3,4
209,1,3,1,NA,NA
209,3,4,1,NA,NA
209,3,5,1,NA,NA
209,4,5,1,NA,NA
209,4,6,1,NA,NA
21,0,1,1,3,5
21,0,2,1,3,4
21,0,3,1,3,5
21,0,4,1,3,4
21,0,5,1,2,4
21,0,6,1,2,4
21,0,7,1,2,5
21,0,8,1,3,5
21,0,9,1,2,3
21,0,10,1,3,4
21,0,11,1,3,4
21,0,12,1,2,3
21,0,13,1,2,4
21,0,14,1,2,4
21,0,15,1,2,5
21,0,16,1,3,3
21,0,17,1,3,3
21,1,2,1,NA,NA
21,3,4,1,NA,NA
21,3,5,1,NA,NA
21,4,5,1,NA,NA
21,3,6,1,NA,NA
21,4,6,1,NA,NA
21,5,6,1,NA,NA
21,7,8,1,NA,NA
21,3,9,1,NA,NA
21,4,9,1,NA,NA
21,3,10,1,NA,NA
21,9,10,1,NA,NA
21,3,11,1,NA,NA
21,4,11,1,NA,NA
21,9,11,1,NA,NA
21,10,11,1,NA,NA
21,3,12,1,NA,NA
21,4,12,1,NA,NA
21,9,12,1,NA,NA
21,10,12,1,NA,NA
21,11,12,1,NA,NA
21,3,13,1,NA,NA
21,4,13,1,NA,NA
21,5,13,1,NA,NA
21,6,13,1,NA,NA
21,7,13,1,NA,NA
21,8,13,1,NA,NA
21,9,13,1,NA,NA
21,10,13,1,NA,NA
21,11,13,1,NA,NA
21,12,13,1,NA,NA
21,3,14,1,NA,NA
21,4,14,1,NA,NA
21,5,14,1,NA,NA
21,6,14,1,NA,NA
21,7,14,1,NA,NA
21,8,14,1,NA,NA
21,9,14,1,NA,NA
21,10,14,1,NA,NA
21,11,14,1,NA,NA
21,12,14,1,NA,NA
21,13,14,1,NA,NA
210,0,1,1,3,4
210,0,2,1,3,4
210,0,3,1,3,5
210,0,4,1,3,5
210,0,5,1,3,5
210,0,6,1,2,4
210,0,7,1,2,5
210,0,8,1,2,4
210,0,9,1,3,5
210,0,10,1,2,4
210,0,11,1,2,4
210,0,12,1,3,4
210,1,2,1,NA,NA
210,1,3,1,NA,NA
210,2,3,1,NA,NA
210,4,5,1,NA,NA
210,7,8,1,NA,NA
211,0,1,1,3,5
211,0,2,1,3,5
211,0,3,1,3,5
211,0,4,1,1,3
211,0,5,1,1,3
211,0,6,1,3,4
211,0,7,1,3,4
211,0,8,1,1,3
211,0,9,1,1,3
211,0,10,1,3,4
211,0,11,1,2,2
211,0,12,1,2,3
211,0,13,1,2,4
211,0,14,1,2,4
211,1,2,1,NA,NA
211,1,3,1,NA,NA
211,2,3,1,NA,NA
211,1,4,1,NA,NA
211,2,4,1,NA,NA
211,3,4,1,NA,NA
211,1,5,1,NA,NA
211,2,5,1,NA,NA
211,3,5,1,NA,NA
211,4,5,1,NA,NA
211,7,8,1,NA,NA
211,7,9,1,NA,NA
211,10,11,1,NA,NA
211,10,12,1,NA,NA
211,11,12,1,NA,NA
211,10,13,1,NA,NA
211,11,13,1,NA,NA
211,12,13,1,NA,NA
212,0,1,1,1,4
212,0,2,1,3,5
212,0,3,1,3,4
212,0,4,1,1,4
212,0,5,1,1,5
212,2,3,1,NA,NA
213,0,1,1,3,5
213,0,2,1,3,5
213,0,3,1,2,5
