"ID","Section","image1","label1","node1","node2","image2","label2","sub_reported","edge","true_structure","Condition","Structure","rt","correct"
"1","2","CFD-WM-015-002-N_circ.png","ACW",5,9,"CFD-BF-039-031-N_circ.png","LCF","TRUE","4-8",FALSE,"social","natural",136.967,FALSE
"1","2","CFD-BM-027-001-N_circ.png","ENM",7,8,"CFD-WF-036-023-N_circ.png","RNP","TRUE","6-7",TRUE,"social","natural",136.967,TRUE
"1","2","CFD-WF-036-023-N_circ.png","RNP",8,9,"CFD-BF-039-031-N_circ.png","LCF","TRUE","7-8",TRUE,"social","natural",136.967,TRUE
"1","2","CFD-LM-207-004-N_circ.png","DKP",1,3,"CFD-LF-236-221-N_circ.png","LWP","FALSE","0-2",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LM-207-004-N_circ.png","DKP",1,4,"CFD-BM-036-003-N_circ.png","RMJ","FALSE","0-3",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LM-207-004-N_circ.png","DKP",1,6,"CFD-AF-225-141-N_circ.png","RLA","FALSE","0-5",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LM-207-004-N_circ.png","DKP",1,7,"CFD-BM-027-001-N_circ.png","ENM","FALSE","0-6",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LM-207-004-N_circ.png","DKP",1,8,"CFD-WF-036-023-N_circ.png","RNP","FALSE","0-7",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LM-207-004-N_circ.png","DKP",1,9,"CFD-BF-039-031-N_circ.png","LCF","FALSE","0-8",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-AM-229-224-N_circ.png","EBH",2,5,"CFD-WM-015-002-N_circ.png","ACW","FALSE","1-4",TRUE,"social","natural",136.967,FALSE
"1","2","CFD-AM-229-224-N_circ.png","EBH",2,7,"CFD-BM-027-001-N_circ.png","ENM","FALSE","1-6",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-AM-229-224-N_circ.png","EBH",2,8,"CFD-WF-036-023-N_circ.png","RNP","FALSE","1-7",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-AM-229-224-N_circ.png","EBH",2,9,"CFD-BF-039-031-N_circ.png","LCF","FALSE","1-8",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LF-236-221-N_circ.png","LWP",3,4,"CFD-BM-036-003-N_circ.png","RMJ","FALSE","2-3",TRUE,"social","natural",136.967,FALSE
"1","2","CFD-LF-236-221-N_circ.png","LWP",3,5,"CFD-WM-015-002-N_circ.png","ACW","FALSE","2-4",TRUE,"social","natural",136.967,FALSE
"1","2","CFD-LF-236-221-N_circ.png","LWP",3,7,"CFD-BM-027-001-N_circ.png","ENM","FALSE","2-6",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LF-236-221-N_circ.png","LWP",3,8,"CFD-WF-036-023-N_circ.png","RNP","FALSE","2-7",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-LF-236-221-N_circ.png","LWP",3,9,"CFD-BF-039-031-N_circ.png","LCF","FALSE","2-8",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-BM-036-003-N_circ.png","RMJ",4,6,"CFD-AF-225-141-N_circ.png","RLA","FALSE","3-5",TRUE,"social","natural",136.967,FALSE
"1","2","CFD-BM-036-003-N_circ.png","RMJ",4,8,"CFD-WF-036-023-N_circ.png","RNP","FALSE","3-7",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-BM-036-003-N_circ.png","RMJ",4,9,"CFD-BF-039-031-N_circ.png","LCF","FALSE","3-8",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-WM-015-002-N_circ.png","ACW",5,6,"CFD-AF-225-141-N_circ.png","RLA","FALSE","4-5",TRUE,"social","natural",136.967,FALSE
"1","2","CFD-WM-015-002-N_circ.png","ACW",5,7,"CFD-BM-027-001-N_circ.png","ENM","FALSE","4-6",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-WM-015-002-N_circ.png","ACW",5,8,"CFD-WF-036-023-N_circ.png","RNP","FALSE","4-7",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-AF-225-141-N_circ.png","RLA",6,7,"CFD-BM-027-001-N_circ.png","ENM","FALSE","5-6",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-AF-225-141-N_circ.png","RLA",6,8,"CFD-WF-036-023-N_circ.png","RNP","FALSE","5-7",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-AF-225-141-N_circ.png","RLA",6,9,"CFD-BF-039-031-N_circ.png","LCF","FALSE","5-8",FALSE,"social","natural",136.967,TRUE
"1","2","CFD-BM-027-001-N_circ.png","ENM",7,9,"CFD-BF-039-031-N_circ.png","LCF","FALSE","6-8",TRUE,"social","natural",136.967,FALSE
"10","1","CFD-AM-201-076-N_circ.png","DKP",1,7,"CFD-WM-003-002-N_circ.png","NFD","TRUE","0-6",FALSE,"social","unnatural",160.753,FALSE
"10","1","CFD-AM-201-076-N_circ.png","DKP",1,4,"CFD-LF-216-121-N_circ.png","RMJ","TRUE","0-3",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-AM-201-076-N_circ.png","DKP",1,6,"CFD-AF-201-060-N_circ.png","WSG","TRUE","0-5",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-BF-039-031-N_circ.png","JGC",2,9,"CFD-LF-208-127-N_circ.png","NKS","TRUE","1-8",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-BF-039-031-N_circ.png","JGC",2,7,"CFD-WM-003-002-N_circ.png","NFD","TRUE","1-6",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-BF-039-031-N_circ.png","JGC",2,3,"CFD-LM-243-075-N_circ.png","LWP","TRUE","1-2",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-BF-039-031-N_circ.png","JGC",2,5,"CFD-BM-027-001-N_circ.png","RNP","TRUE","1-4",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-LM-243-075-N_circ.png","LWP",3,4,"CFD-LF-216-121-N_circ.png","RMJ","TRUE","2-3",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-LM-243-075-N_circ.png","LWP",3,8,"CFD-WF-005-010-N_circ.png","NWB","TRUE","2-7",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-LF-216-121-N_circ.png","RMJ",4,5,"CFD-BM-027-001-N_circ.png","RNP","TRUE","3-4",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-BM-027-001-N_circ.png","RNP",5,6,"CFD-AF-201-060-N_circ.png","WSG","TRUE","4-5",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-AF-201-060-N_circ.png","WSG",6,9,"CFD-LF-208-127-N_circ.png","NKS","TRUE","5-8",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-AF-201-060-N_circ.png","WSG",6,7,"CFD-WM-003-002-N_circ.png","NFD","TRUE","5-6",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-WM-003-002-N_circ.png","NFD",7,8,"CFD-WF-005-010-N_circ.png","NWB","TRUE","6-7",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-WF-005-010-N_circ.png","NWB",8,9,"CFD-LF-208-127-N_circ.png","NKS","TRUE","7-8",TRUE,"social","unnatural",160.753,TRUE
"10","1","CFD-AM-201-076-N_circ.png","DKP",1,2,"CFD-BF-039-031-N_circ.png","JGC","FALSE","0-1",FALSE,"social","unnatural",160.753,TRUE
"10","1","CFD-AM-201-076-N_circ.png","DKP",1,3,"CFD-LM-243-075-N_circ.png","LWP","FALSE","0-2",FALSE,"social","unnatural",160.753,TRUE
"10","1","CFD-AM-201-076-N_circ.png","DKP",1,5,"CFD-BM-027-001-N_circ.png","RNP","FALSE","0-4",FALSE,"social","unnatural",160.753,TRUE
